"","Date","cinqMinutesInt","heureNombre"
"720",20140303,9.833,0.4126388889
"721",20140303,9.833,0.412650463
"722",20140303,9.833,0.4126736111
"723",20140303,9.833,0.4126851852
"724",20140303,9.833,0.4126967593
"725",20140303,9.833,0.4127199074
"726",20140303,9.833,0.4127430556
"727",20140303,9.833,0.4127546296
"728",20140303,9.833,0.4127777778
"729",20140303,9.833,0.4127893519
"730",20140303,9.833,0.4128125
"731",20140303,9.833,0.4128240741
"732",20140303,9.833,0.4128356481
"733",20140303,9.833,0.4128472222
"734",20140303,9.833,0.4128587963
"735",20140303,9.833,0.4128703704
"736",20140303,9.833,0.4128819444
"737",20140303,9.833,0.4129282407
"738",20140303,9.833,0.4129398148
"739",20140303,9.833,0.412962963
"740",20140303,9.833,0.412974537
"741",20140303,9.833,0.4130208333
"742",20140303,9.833,0.4130324074
"743",20140303,9.833,0.4130787037
"744",20140303,9.833,0.4130902778
"745",20140303,9.833,0.4131018519
"746",20140303,9.833,0.4131134259
"747",20140303,9.833,0.413125
"748",20140303,9.833,0.4131481481
"749",20140303,9.833,0.4131712963
"750",20140303,9.833,0.4131828704
"751",20140303,9.917,0.4132060185
"752",20140303,9.917,0.4132175926
"753",20140303,9.917,0.413287037
"754",20140303,9.917,0.4133101852
"755",20140303,9.917,0.4133217593
"756",20140303,9.917,0.4134027778
"757",20140303,9.917,0.4134143519
"758",20140303,9.917,0.4134259259
"759",20140303,9.917,0.4134375
"760",20140303,9.917,0.4134490741
"761",20140303,9.917,0.4135416667
"762",20140303,9.917,0.4135648148
"763",20140303,9.917,0.4135763889
"764",20140303,9.917,0.413599537
"765",20140303,9.917,0.4137384259
"766",20140303,9.917,0.41375
"767",20140303,9.917,0.4138078704
"768",20140303,9.917,0.4138194444
"769",20140303,9.917,0.4138310185
"770",20140303,9.917,0.413912037
"771",20140303,9.917,0.4139236111
"772",20140303,9.917,0.4139351852
"773",20140303,9.917,0.4140162037
"774",20140303,9.917,0.4140740741
"775",20140303,9.917,0.4140856481
"776",20140303,9.917,0.4141435185
"777",20140303,9.917,0.4141550926
"778",20140303,9.917,0.4141782407
